The	O
report	O
documented	O
the	O
horrific	O
acts	O
of	O
ethnic	B-IDIOM
cleansing	I-IDIOM
I	O
will	O
be	O
there	O
to	O
support	O
you	O
,	O
come	B-IDIOM
what	I-IDIOM
may	I-IDIOM
Their	O
company	O
is	O
on	O
the	O
cutting	B-IDIOM
edge	I-IDIOM
of	O
technology	O
The	O
report	O
covers	O
the	O
entire	O
calendar	B-IDIOM
year	I-IDIOM
from	O
January	O
to	O
December	O
The	O
office	O
was	O
known	O
for	O
its	O
relaxed	O
canteen	B-IDIOM
culture	I-IDIOM
Let	O
's	O
just	O
enjoy	O
the	O
moment	O
and	O
carpe	B-IDIOM
diem	I-IDIOM
The	O
tiny	O
apartments	O
were	O
built	O
cheek	B-IDIOM
by	I-IDIOM
jowl	I-IDIOM
The	O
salary	O
they	O
offered	O
was	O
just	O
chicken	B-IDIOM
feed	I-IDIOM
The	O
car	O
crash	O
was	O
a	O
very	O
close	B-IDIOM
call	I-IDIOM
for	O
him	O
His	O
excuse	O
was	O
a	O
long	O
cock	B-IDIOM
and	I-IDIOM
bull	I-IDIOM
story	I-IDIOM
The	O
surprise	O
promotion	O
was	O
the	O
icing	B-IDIOM
on	I-IDIOM
the	I-IDIOM
cake	I-IDIOM
She	O
finished	O
her	O
work	O
in	B-IDIOM
a	I-IDIOM
trice	I-IDIOM
There	O
are	O
several	O
new	O
projects	O
in	B-IDIOM
the	I-IDIOM
pipeline	I-IDIOM
for	O
next	O
year	O
He	O
thinks	O
that	O
sometimes	O
ignorance	B-IDIOM
is	I-IDIOM
bliss	I-IDIOM
The	O
suspect	O
was	O
working	O
in	B-IDIOM
cahoots	I-IDIOM
with	I-IDIOM
the	O
security	O
guard	O
Our	O
plans	O
are	O
in	B-IDIOM
limbo	I-IDIOM
until	O
we	O
get	O
the	O
funding	O
He	O
said	O
some	O
things	O
in	B-IDIOM
the	I-IDIOM
heat	I-IDIOM
of	I-IDIOM
the	I-IDIOM
moment	I-IDIOM
that	O
he	O
later	O
regretted	O
The	O
police	O
suspected	O
that	O
the	O
robbery	O
was	O
an	O
inside	B-IDIOM
job	I-IDIOM
His	O
constant	O
tardiness	O
was	O
a	B-IDIOM
red	I-IDIOM
flag	I-IDIOM
for	O
the	O
manager	O
She	O
felt	O
like	O
an	B-IDIOM
ugly	I-IDIOM
duckling	I-IDIOM
in	O
her	O
glamorous	O
family	O
Losing	O
that	O
job	O
was	O
a	O
blessing	B-IDIOM
in	I-IDIOM
disguise	I-IDIOM
because	O
I	O
found	O
a	O
better	O
one	O
For	O
a	O
book	O
lover	O
,	O
a	O
world	O
without	O
books	O
is	O
a	B-IDIOM
fate	I-IDIOM
worse	I-IDIOM
than	I-IDIOM
death	I-IDIOM
He	O
felt	O
like	O
a	O
fish	B-IDIOM
out	I-IDIOM
of	I-IDIOM
water	I-IDIOM
at	O
the	O
formal	O
event	O
His	O
early	O
success	O
turned	O
out	O
to	O
be	O
just	O
a	O
flash	B-IDIOM
in	I-IDIOM
the	I-IDIOM
pan	I-IDIOM
I	O
would	O
love	O
to	O
have	O
been	O
a	B-IDIOM
fly	I-IDIOM
on	I-IDIOM
the	I-IDIOM
wall	I-IDIOM
during	O
that	O
meeting	O
This	O
internship	O
could	O
be	O
a	O
foot	B-IDIOM
in	I-IDIOM
the	I-IDIOM
door	I-IDIOM
for	O
a	O
great	O
career	O
His	O
explanation	O
was	O
clearly	O
a	B-IDIOM
load	I-IDIOM
of	I-IDIOM
cobblers	I-IDIOM
You	O
can	O
trust	O
him	O
with	O
the	O
project	O
,	O
he	O
's	O
a	O
safe	B-IDIOM
pair	I-IDIOM
of	I-IDIOM
hands	I-IDIOM
There	O
has	O
been	O
a	B-IDIOM
sea	I-IDIOM
change	I-IDIOM
in	O
attitudes	O
towards	O
the	O
environment	O
The	O
new	O
funding	O
was	O
a	O
shot	B-IDIOM
in	I-IDIOM
the	I-IDIOM
arm	I-IDIOM
for	O
the	O
struggling	O
company	O
After	O
weeks	O
in	O
the	O
desert	O
,	O
a	O
cool	O
drink	O
was	O
a	B-IDIOM
sight	I-IDIOM
for	I-IDIOM
sore	I-IDIOM
eyes	I-IDIOM
He	O
only	O
got	O
a	O
slap	B-IDIOM
on	I-IDIOM
the	I-IDIOM
wrist	I-IDIOM
for	O
his	O
mistake	O
The	O
neglected	O
garden	O
was	O
a	B-IDIOM
sorry	I-IDIOM
sight	I-IDIOM
Their	O
argument	O
was	O
just	O
a	O
storm	B-IDIOM
in	I-IDIOM
a	I-IDIOM
teacup	I-IDIOM
The	O
general	O
ordered	O
his	O
troops	O
to	O
do	O
an	O
about	B-IDIOM
face	I-IDIOM
They	O
say	O
absence	B-IDIOM
makes	I-IDIOM
the	I-IDIOM
heart	I-IDIOM
grow	I-IDIOM
fonder	I-IDIOM
,	O
but	O
I	O
miss	O
you	O
The	O
pay	O
cuts	O
were	O
implemented	O
across	B-IDIOM
the	I-IDIOM
board	I-IDIOM
Don	O
't	O
just	O
promise	O
,	O
remember	O
actions	B-IDIOM
speak	I-IDIOM
louder	I-IDIOM
than	I-IDIOM
words	I-IDIOM
We	O
had	O
dinner	O
al	B-IDIOM
fresco	I-IDIOM
on	O
the	O
patio	O
All	B-IDIOM
in	I-IDIOM
all	I-IDIOM
,	O
it	O
was	O
a	O
very	O
successful	O
event	O
Are	O
you	O
all	B-IDIOM
set	I-IDIOM
for	O
the	O
big	O
trip	O
tomorrow	O
He	O
supported	B-IDIOM
her	I-IDIOM
all	I-IDIOM
the	O
way	O
through	O
her	O
difficult	O
recovery	O
I	O
tried	O
to	O
fix	O
the	O
watch	O
,	O
but	O
I'm	O
all	B-IDIOM
thumbs	I-IDIOM
Let	O
's	O
sing	O
the	O
chorus	O
now	O
,	O
all	B-IDIOM
together	I-IDIOM
now	I-IDIOM
The	O
government	O
report	O
was	O
a	O
confusing	O
alphabet	B-IDIOM
soup	I-IDIOM
of	O
acronyms	O
After	O
the	O
party	O
,	O
he	O
was	O
as	B-IDIOM
high	I-IDIOM
as	I-IDIOM
a	I-IDIOM
kite	I-IDIOM
We	O
need	O
to	O
finish	O
this	O
today	O
,	O
so	O
make	B-IDIOM
hay	I-IDIOM
while	I-IDIOM
the	I-IDIOM
sun	I-IDIOM
shines	I-IDIOM
We	O
wish	O
you	O
many	B-IDIOM
happy	I-IDIOM
returns	I-IDIOM
on	O
your	O
birthday	O
The	O
politician	O
issued	O
a	O
statement	O
of	O
mea	B-IDIOM
culpa	I-IDIOM
for	O
his	O
error	O
His	O
speech	O
was	O
just	O
a	O
lot	O
of	O
mumbo	B-IDIOM
jumbo	I-IDIOM
They	O
are	O
saving	O
money	O
to	O
build	O
a	O
nest	B-IDIOM
egg	I-IDIOM
for	O
retirement	O
He	O
lives	O
in	O
a	O
fantasy	O
world	O
,	O
a	O
real	B-IDIOM
never-never	I-IDIOM
land	I-IDIOM
Let's	O
get	O
down	O
to	O
the	O
nitty	B-IDIOM
gritty	I-IDIOM
of	O
the	O
contract	O
Take	O
your	O
time	O
,	O
there	O
's	O
no	B-IDIOM
rush	I-IDIOM
The	O
loan	O
was	O
offered	O
with	O
no	B-IDIOM
strings	I-IDIOM
attached	I-IDIOM
The	O
new	O
policy	O
affects	O
everyone	O
,	O
from	O
north	B-IDIOM
and	I-IDIOM
south	I-IDIOM
He's	O
a	O
bit	O
strange	O
,	O
perhaps	O
a	O
little	O
not	B-IDIOM
all	I-IDIOM
there	I-IDIOM
We	O
see	O
each	O
other	O
every	O
now	B-IDIOM
and	I-IDIOM
then	I-IDIOM
for	O
coffee	O
Let	O
's	O
discuss	O
the	O
nuts	B-IDIOM
and	I-IDIOM
bolts	I-IDIOM
of	O
the	O
plan	O
She	O
lived	O
a	O
carefree	O
and	O
fancy	B-IDIOM
free	I-IDIOM
life	O
He	O
became	O
filthy	B-IDIOM
rich	I-IDIOM
after	O
inventing	O
the	O
new	O
gadget	O
In	O
the	O
small	O
town	O
,	O
familiarity	B-IDIOM
breeds	I-IDIOM
contempt	I-IDIOM
You	O
don	O
't	O
want	O
to	O
come	O
?	O
Fair	B-IDIOM
enough	I-IDIOM
,	O
I	O
'll	O
go	O
alone	O
The	O
reporters	O
engaged	O
in	O
a	O
feeding	B-IDIOM
frenzy	I-IDIOM
over	O
the	O
scandal	O
She	O
was	O
the	O
first	B-IDIOM
among	I-IDIOM
equals	I-IDIOM
in	O
the	O
research	O
team	O
Tickets	O
will	O
be	O
sold	O
on	O
a	B-IDIOM
first	I-IDIOM
come	I-IDIOM
first	I-IDIOM
served	I-IDIOM
basis	O
He	O
exercises	O
every	O
day	O
and	O
is	O
fit	B-IDIOM
as	I-IDIOM
a	I-IDIOM
fiddle	I-IDIOM
I	O
love	O
searching	O
for	O
bargains	O
at	O
the	O
local	O
flea	B-IDIOM
market	I-IDIOM
You	O
can	O
't	O
choose	O
your	O
family	O
,	O
they	O
are	O
your	O
flesh	B-IDIOM
and	I-IDIOM
blood	I-IDIOM
We	O
salvaged	O
the	O
flotsam	B-IDIOM
and	I-IDIOM
jetsam	I-IDIOM
that	O
washed	O
ashore	O
These	O
principles	O
are	O
the	O
building	B-IDIOM
blocks	I-IDIOM
of	O
our	O
society	O
The	O
first	O
prototype	O
failed	O
,	O
so	O
it	O
's	O
back	B-IDIOM
to	I-IDIOM
the	I-IDIOM
drawing	I-IDIOM
board	I-IDIOM
Don	O
't	O
be	O
selfish	O
,	O
be	B-IDIOM
a	I-IDIOM
sport	I-IDIOM
and	O
let	O
him	O
play	O
The	O
teacher	O
told	O
the	O
naughty	O
child	O
to	O
behave	B-IDIOM
yourself	I-IDIOM
Your	O
apology	O
is	O
late	O
,	O
but	O
better	B-IDIOM
late	I-IDIOM
than	I-IDIOM
never	I-IDIOM
Her	O
loyalty	O
is	O
beyond	B-IDIOM
price	I-IDIOM
The	O
pub's	O
name	O
was	O
the	O
Bottle	B-IDIOM
and	I-IDIOM
Glass	I-IDIOM
Let	O
's	O
get	O
down	O
to	O
brass	B-IDIOM
tacks	I-IDIOM
and	O
talk	O
about	O
the	O
cost	O
Good	O
luck	O
in	O
your	O
performance	O
tonight	O
,	O
break	B-IDIOM
a	I-IDIOM
leg	I-IDIOM
They	O
invested	O
their	O
savings	O
in	O
bricks	B-IDIOM
and	I-IDIOM
mortar	I-IDIOM
Despite	O
the	O
crisis	O
,	O
it	O
was	O
business	B-IDIOM
as	I-IDIOM
usual	I-IDIOM
at	O
the	O
office	O
By	B-IDIOM
and	I-IDIOM
large	I-IDIOM
,	O
the	O
event	O
was	O
a	O
great	O
success	O
The	O
government	O
did	O
a	O
complete	O
volte	B-IDIOM
face	I-IDIOM
on	O
the	O
policy	O
That	O
style	O
of	O
music	O
is	O
really	O
old	B-IDIOM
hat	I-IDIOM
now	O
Their	O
marriage	O
is	O
on	B-IDIOM
the	I-IDIOM
rocks	I-IDIOM
Thanks	O
to	O
your	O
help	O
,	O
I	O
'm	O
off	B-IDIOM
the	I-IDIOM
hook	I-IDIOM
for	O
my	O
mistake	O
This	O
conversation	O
is	O
strictly	O
off	B-IDIOM
the	I-IDIOM
record	I-IDIOM
She	O
was	O
on	B-IDIOM
cloud	I-IDIOM
nine	I-IDIOM
after	O
winning	O
the	O
award	O
He	O
's	O
really	O
on	O
the	B-IDIOM
ball	I-IDIOM
and	I-IDIOM
never	O
misses	O
a	O
detail	O
She	O
's	O
still	O
on	B-IDIOM
the	I-IDIOM
fence	I-IDIOM
about	O
which	O
university	O
to	O
choose	O
He	O
agreed	O
to	O
be	O
interviewed	O
on	B-IDIOM
the	I-IDIOM
record	I-IDIOM
We	O
need	O
to	O
ensure	O
everyone	O
is	O
on	B-IDIOM
the	I-IDIOM
same	I-IDIOM
page	I-IDIOM
You	O
're	O
on	B-IDIOM
thin	I-IDIOM
ice	I-IDIOM
after	O
that	O
last	O
mistake	O
The	O
two	O
companies	O
have	O
declared	O
open	B-IDIOM
warfare	I-IDIOM
He	O
disappeared	O
and	O
was	O
out	B-IDIOM
of	I-IDIOM
sight	I-IDIOM
for	O
years	O
The	O
view	O
from	O
the	O
mountaintop	O
was	O
out	B-IDIOM
of	I-IDIOM
this	I-IDIOM
world	I-IDIOM
They	O
went	O
out	B-IDIOM
on	I-IDIOM
the	I-IDIOM
town	I-IDIOM
to	O
celebrate	O
their	O
anniversary	O
His	O
reaction	O
to	O
the	O
news	O
was	O
completely	O
over	B-IDIOM
the	I-IDIOM
top	I-IDIOM
We	O
need	O
to	O
find	O
a	O
way	B-IDIOM
around	I-IDIOM
this	O
problem	O
She	O
is	O
very	O
well	B-IDIOM
read	I-IDIOM
and	O
knows	O
a	O
lot	O
about	O
history	O
After	O
that	O
scandal	O
,	O
his	O
political	O
career	O
is	O
washed	B-IDIOM
up	I-IDIOM
Don	O
't	O
worry	O
about	O
that	O
old	O
argument	O
,	O
it	O
's	O
water	B-IDIOM
under	I-IDIOM
the	I-IDIOM
bridge	I-IDIOM
The	O
art	O
gallery	O
was	O
criticized	O
for	O
displaying	O
paintings	O
of	O
well	B-IDIOM
hung	I-IDIOM
men	O
He	O
's	O
just	O
a	O
rookie	O
and	O
still	O
wet	B-IDIOM
behind	I-IDIOM
the	I-IDIOM
ears	I-IDIOM
The	O
story	O
he	O
told	O
was	O
a	O
bit	O
wild	B-IDIOM
and	I-IDIOM
woolly	I-IDIOM
Hoping	O
to	O
win	O
the	O
lottery	O
is	O
just	O
wishful	B-IDIOM
thinking	I-IDIOM
He	O
copied	O
the	O
text	O
word	B-IDIOM
for	I-IDIOM
word	I-IDIOM
She	O
was	O
hell	B-IDIOM
bent	I-IDIOM
on	O
getting	O
her	O
revenge	O
He	O
's	O
very	B-IDIOM
high	I-IDIOM
and	I-IDIOM
mighty	I-IDIOM
since	O
his	O
promotion	O
The	O
hotels	O
are	O
all	O
full	O
during	O
the	O
high	B-IDIOM
season	I-IDIOM
The	O
magician	O
's	O
trick	O
was	O
just	O
hocus	B-IDIOM
pocus	I-IDIOM
Can	O
you	O
hold	B-IDIOM
on	I-IDIOM
a	I-IDIOM
second	I-IDIOM
while	O
I	O
find	O
the	O
file	O
Don	O
't	O
rush	O
into	O
it	O
,	O
hold	B-IDIOM
your	I-IDIOM
horses	I-IDIOM
Finding	O
a	O
cure	O
for	O
cancer	O
is	O
the	B-IDIOM
holy	I-IDIOM
grail	I-IDIOM
of	O
medical	O
research	O
The	O
wealthy	O
elite	O
are	O
often	O
called	O
the	B-IDIOM
upper	I-IDIOM
crust	I-IDIOM
Technically	B-IDIOM
speaking	I-IDIOM
,	O
a	O
tomato	O
is	O
a	O
fruit	O
,	O
not	O
a	O
vegetable	O
Thank	B-IDIOM
goodness	I-IDIOM
you	O
arrived	O
safely	O
The	O
final	O
exam	O
will	O
be	O
the	B-IDIOM
acid	I-IDIOM
test	I-IDIOM
of	O
your	O
knowledge	O
Working	O
from	O
home	O
offers	O
the	B-IDIOM
best	I-IDIOM
of	I-IDIOM
both	I-IDIOM
worlds	I-IDIOM
His	O
rude	O
comment	O
was	O
the	B-IDIOM
last	I-IDIOM
straw	I-IDIOM
I	O
failed	O
twice	O
,	O
but	O
maybe	O
third	B-IDIOM
time	I-IDIOM
lucky	I-IDIOM
They	O
have	O
been	O
friends	O
through	B-IDIOM
thick	I-IDIOM
and	I-IDIOM
thin	I-IDIOM
His	O
compliment	O
was	O
clearly	O
tongue	B-IDIOM
in	I-IDIOM
cheek	I-IDIOM
Her	O
performance	O
in	O
the	O
play	O
was	O
a	O
real	O
tour	B-IDIOM
de	I-IDIOM
force	I-IDIOM
He	O
jokingly	O
referred	O
to	O
his	O
wife	O
as	O
his	O
trouble	B-IDIOM
and	I-IDIOM
strife	I-IDIOM
She	O
decided	O
to	O
leave	O
the	O
rat	B-IDIOM
race	I-IDIOM
and	O
move	O
to	O
the	O
country	O
Her	O
cheerful	O
daughter	O
is	O
a	O
ray	B-IDIOM
of	I-IDIOM
sunshine	I-IDIOM
in	O
her	O
life	O
The	O
day	O
they	O
got	O
married	O
was	O
a	O
real	O
red	B-IDIOM
letter	I-IDIOM
day	I-IDIOM
You	O
look	O
tired	O
,	O
you	O
should	O
go	O
rest	B-IDIOM
up	I-IDIOM
The	O
government	O
is	O
ring	B-IDIOM
fencing	I-IDIOM
the	O
funds	O
for	O
education	O
He	O
works	O
round	B-IDIOM
the	I-IDIOM
clock	I-IDIOM
to	O
support	O
his	O
family	O
As	O
a	O
rule	B-IDIOM
of	I-IDIOM
thumb	I-IDIOM
,	O
you	O
should	O
add	O
salt	O
at	O
the	O
end	O
The	O
team	O
needs	O
some	O
young	B-IDIOM
blood	I-IDIOM
to	O
energize	O
it	O
Are	O
you	O
coming	O
to	O
the	O
party	O
?	O
You	B-IDIOM
bet	I-IDIOM
He	O
remembered	O
the	O
salad	B-IDIOM
days	I-IDIOM
of	O
his	O
youth	O
fondly	O
The	O
instructions	O
were	O
self	B-IDIOM
explanatory	I-IDIOM
and	O
easy	O
to	O
follow	O
Look	O
for	O
the	O
silver	B-IDIOM
lining	I-IDIOM
in	O
every	O
difficult	O
situation	O
There	O
is	O
no	O
silver	B-IDIOM
bullet	I-IDIOM
to	O
solve	O
this	O
complex	O
issue	O
She	O
had	O
a	O
sixth	B-IDIOM
sense	I-IDIOM
that	O
something	O
bad	O
was	O
about	O
to	O
happen	O
After	O
losing	O
his	O
job	O
,	O
he	O
ended	O
up	O
on	O
skid	B-IDIOM
row	I-IDIOM
I	O
am	O
completely	O
snowed	B-IDIOM
under	I-IDIOM
with	O
work	O
this	O
week	O
How	O
is	O
the	O
project	O
going	O
?	O
So	B-IDIOM
far	I-IDIOM
so	I-IDIOM
good	I-IDIOM
Well	O
I	O
'll	O
be	O
,	O
you	O
old	O
son	B-IDIOM
of	I-IDIOM
a	I-IDIOM
gun	I-IDIOM
We	O
will	O
have	O
to	O
make	O
a	O
decision	O
sooner	B-IDIOM
or	I-IDIOM
later	I-IDIOM
I	O
didn	O
't	O
expect	O
him	O
to	O
win	O
,	O
but	O
stranger	B-IDIOM
things	I-IDIOM
have	I-IDIOM
happened	I-IDIOM
The	O
old	O
medicine	O
tasted	O
like	O
syrup	B-IDIOM
of	I-IDIOM
figs	I-IDIOM
It	O
is	O
important	O
to	O
spend	O
quality	B-IDIOM
time	I-IDIOM
with	O
your	O
family	O
